날짜,스트레스,날짜,탈모
2019-09-19,4.73441,2019-09-19,9.1224
2019-09-20,5.31177,2019-09-20,11.81678
2019-09-21,5.92763,2019-09-21,8.46805
2019-09-22,4.27251,2019-09-22,10.8545
2019-09-23,5.65819,2019-09-23,10.08468
2019-09-24,6.31254,2019-09-24,9.77675
2019-09-25,4.42648,2019-09-25,12.04772
2019-09-26,5.46574,2019-09-26,11.31639
2019-09-27,4.7729,2019-09-27,9.5458
2019-09-28,4.08006,2019-09-28,8.92994
2019-09-29,4.15704,2019-09-29,10.12317
2019-09-30,6.23556,2019-09-30,10.4311
2019-10-01,5.88914,2019-10-01,9.23787
2019-10-02,10.96997,2019-10-02,10.20015
2019-10-03,3.96458,2019-10-03,9.31485
2019-10-04,4.65742,2019-10-04,10.00769
2019-10-05,3.54118,2019-10-05,9.1224
2019-10-06,3.65665,2019-10-06,10.8545
2019-10-07,4.50346,2019-10-07,11.73979
2019-10-08,5.00384,2019-10-08,9.31485
2019-10-09,4.19553,2019-10-09,11.08545
2019-10-10,4.50346,2019-10-10,10.73903
2019-10-11,4.96535,2019-10-11,10.54657
2019-10-12,4.27251,2019-10-12,9.1224
2019-10-13,4.7729,2019-10-13,9.77675
2019-10-14,4.88837,2019-10-14,10.89299
2019-10-15,5.92763,2019-10-15,10.31562
2019-10-16,5.42725,2019-10-16,10.4311
2019-10-17,4.96535,2019-10-17,10.16166
2019-10-18,4.96535,2019-10-18,9.43033
2019-10-19,4.61893,2019-10-19,8.16012
2019-10-20,5.00384,2019-10-20,9.85373
2019-10-21,6.0816,2019-10-21,13.66435
2019-10-22,5.04234,2019-10-22,12.35565
2019-10-23,6.0816,2019-10-23,12.1632
2019-10-24,5.27328,2019-10-24,10.66204
2019-10-25,5.46574,2019-10-25,9.5458
2019-10-26,4.27251,2019-10-26,10.70053
2019-10-27,3.23325,2019-10-27,11.20092
2019-10-28,5.38876,2019-10-28,12.04772
2019-10-29,5.50423,2019-10-29,10.96997
2019-10-30,5.00384,2019-10-30,11.35488
2019-10-31,6.04311,2019-10-31,10.66204
2019-11-01,4.84988,2019-11-01,11.81678
2019-11-02,3.38722,2019-11-02,9.35334
2019-11-03,4.38799,2019-11-03,11.47036
2019-11-04,5.46574,2019-11-04,12.97151
2019-11-05,5.23479,2019-11-05,12.39414
2019-11-06,6.23556,2019-11-06,11.35488
2019-11-07,5.27328,2019-11-07,9.73826
2019-11-08,5.92763,2019-11-08,11.08545
2019-11-09,4.19553,2019-11-09,10.31562
2019-11-10,4.38799,2019-11-10,11.54734
2019-11-11,6.04311,2019-11-11,11.16243
2019-11-12,6.15858,2019-11-12,11.81678
2019-11-13,5.04234,2019-11-13,11.2779
2019-11-14,4.38799,2019-11-14,10.46959
2019-11-15,3.8876,2019-11-15,9.66127
2019-11-16,3.4642,2019-11-16,9.5458
2019-11-17,4.65742,2019-11-17,11.7013
2019-11-18,6.19707,2019-11-18,11.93225
2019-11-19,4.73441,2019-11-19,11.77829
2019-11-20,5.85065,2019-11-20,11.12394
2019-11-21,6.46651,2019-11-21,9.46882
2019-11-22,4.81139,2019-11-22,9.62278
2019-11-23,4.15704,2019-11-23,10.35411
2019-11-24,4.46497,2019-11-24,10.8545
2019-11-25,6.505,2019-11-25,13.12548
2019-11-26,6.00461,2019-11-26,12.77906
2019-11-27,5.35026,2019-11-27,11.35488
2019-11-28,5.04234,2019-11-28,10.12317
2019-11-29,4.61893,2019-11-29,12.12471
2019-11-30,3.8876,2019-11-30,11.73979
2019-12-01,4.27251,2019-12-01,12.39414
2019-12-02,5.35026,2019-12-02,13.70284
2019-12-03,5.92763,2019-12-03,11.58583
2019-12-04,4.81139,2019-12-04,12.04772
2019-12-05,5.15781,2019-12-05,11.62432
2019-12-06,4.19553,2019-12-06,8.42956
2019-12-07,3.4642,2019-12-07,11.12394
2019-12-08,3.96458,2019-12-08,11.2779
2019-12-09,4.73441,2019-12-09,11.58583
2019-12-10,5.27328,2019-12-10,11.2779
2019-12-11,4.88837,2019-12-11,9.5458
2019-12-12,4.73441,2019-12-12,9.81524
2019-12-13,3.54118,2019-12-13,9.66127
2019-12-14,3.61816,2019-12-14,8.85296
2019-12-15,3.50269,2019-12-15,10.54657
2019-12-16,4.73441,2019-12-16,10.66204
2019-12-17,4.38799,2019-12-17,10.58506
2019-12-18,4.84988,2019-12-18,10.77752
2019-12-19,4.27251,2019-12-19,11.81678
2019-12-20,4.15704,2019-12-20,11.39337
2019-12-21,3.42571,2019-12-21,9.89222
2019-12-22,2.50192,2019-12-22,8.85296
2019-12-23,4.19553,2019-12-23,8.73749
2019-12-24,4.38799,2019-12-24,9.19938
2019-12-25,3.81062,2019-12-25,9.89222
2019-12-26,4.00307,2019-12-26,10.12317
2019-12-27,3.84911,2019-12-27,9.5458
2019-12-28,3.73364,2019-12-28,8.77598
2019-12-29,3.81062,2019-12-29,8.92994
2019-12-30,2.77136,2019-12-30,8.69899
2019-12-31,2.84834,2019-12-31,7.65973
2020-01-01,2.77136,2020-01-01,9.62278
2020-01-02,4.08006,2020-01-02,9.35334
2020-01-03,4.81139,2020-01-03,9.89222
2020-01-04,3.73364,2020-01-04,8.50654
2020-01-05,3.84911,2020-01-05,10.23864
2020-01-06,4.34949,2020-01-06,10.12317
2020-01-07,5.15781,2020-01-07,7.46728
2020-01-08,4.61893,2020-01-08,9.89222
2020-01-09,4.04157,2020-01-09,9.00692
2020-01-10,4.46497,2020-01-10,6.81293
2020-01-11,3.34872,2020-01-11,11.35488
2020-01-12,3.19476,2020-01-12,10.58506
2020-01-13,4.65742,2020-01-13,10.66204
2020-01-14,4.46497,2020-01-14,9.9692
2020-01-15,3.65665,2020-01-15,7.50577
2020-01-16,4.61893,2020-01-16,9.93071
2020-01-17,4.23402,2020-01-17,8.00615
2020-01-18,3.27174,2020-01-18,9.23787
2020-01-19,3.34872,2020-01-19,10.04618
2020-01-20,4.54195,2020-01-20,10.89299
2020-01-21,5.04234,2020-01-21,9.93071
2020-01-22,4.92686,2020-01-22,9.73826
2020-01-23,5.46574,2020-01-23,9.9692
2020-01-24,3.27174,2020-01-24,7.62124
2020-01-25,3.0408,2020-01-25,7.54426
2020-01-26,3.07929,2020-01-26,6.65896
2020-01-27,4.38799,2020-01-27,8.58352
2020-01-28,4.311,2020-01-28,11.08545
2020-01-29,5.31177,2020-01-29,9.89222
2020-01-30,5.08083,2020-01-30,10.23864
2020-01-31,4.69591,2020-01-31,9.08391
2020-02-01,3.27174,2020-02-01,7.00538
2020-02-02,4.04157,2020-02-02,7.89068
2020-02-03,4.7729,2020-02-03,7.92917
2020-02-04,5.85065,2020-02-04,8.27559
2020-02-05,5.08083,2020-02-05,8.89145
2020-02-06,4.92686,2020-02-06,7.54426
2020-02-07,4.311,2020-02-07,6.81293
2020-02-08,3.19476,2020-02-08,8.62201
2020-02-09,4.08006,2020-02-09,9.50731
2020-02-10,5.92763,2020-02-10,10.58506
2020-02-11,4.65742,2020-02-11,9.00692
2020-02-12,5.58121,2020-02-12,8.81447
2020-02-13,5.27328,2020-02-13,6.81293
2020-02-14,4.84988,2020-02-14,8.62201
2020-02-15,4.19553,2020-02-15,8.73749
2020-02-16,4.08006,2020-02-16,7.8137
2020-02-17,4.58044,2020-02-17,10.54657
2020-02-18,4.96535,2020-02-18,8.58352
2020-02-19,4.88837,2020-02-19,9.39183
2020-02-20,4.58044,2020-02-20,6.69745
2020-02-21,3.65665,2020-02-21,5.77367
2020-02-22,3.54118,2020-02-22,5.65819
2020-02-23,3.73364,2020-02-23,6.9284
2020-02-24,4.11855,2020-02-24,8.31408
2020-02-25,5.35026,2020-02-25,7.31331
2020-02-26,5.23479,2020-02-26,7.8137
2020-02-27,4.00307,2020-02-27,7.27482
2020-02-28,4.15704,2020-02-28,6.12009
2020-02-29,3.84911,2020-02-29,6.96689
2020-03-01,5.11932,2020-03-01,7.00538
2020-03-02,5.46574,2020-03-02,7.31331
2020-03-03,5.23479,2020-03-03,5.35026
2020-03-04,5.81216,2020-03-04,8.35257
2020-03-05,5.92763,2020-03-05,10.73903
2020-03-06,5.00384,2020-03-06,8.16012
2020-03-07,4.50346,2020-03-07,9.62278
2020-03-08,4.88837,2020-03-08,8.00615
2020-03-09,6.38953,2020-03-09,8.69899
2020-03-10,5.35026,2020-03-10,8.62201
2020-03-11,6.35103,2020-03-11,8.62201
2020-03-12,6.0816,2020-03-12,8.19861
2020-03-13,5.65819,2020-03-13,10.46959
2020-03-14,4.34949,2020-03-14,7.92917
2020-03-15,4.04157,2020-03-15,8.39107
2020-03-16,5.65819,2020-03-16,10.4311
2020-03-17,5.88914,2020-03-17,7.77521
2020-03-18,6.81293,2020-03-18,9.46882
2020-03-19,6.35103,2020-03-19,8.6605
2020-03-20,5.42725,2020-03-20,9.66127
2020-03-21,4.311,2020-03-21,8.89145
2020-03-22,4.7729,2020-03-22,8.58352
2020-03-23,5.11932,2020-03-23,9.81524
2020-03-24,5.85065,2020-03-24,8.46805
2020-03-25,5.50423,2020-03-25,9.35334
2020-03-26,6.15858,2020-03-26,7.85219
2020-03-27,5.35026,2020-03-27,7.8137
2020-03-28,4.58044,2020-03-28,7.46728
2020-03-29,4.88837,2020-03-29,9.04541
2020-03-30,5.11932,2020-03-30,9.08391
2020-03-31,6.12009,2020-03-31,9.16089
2020-04-01,6.0816,2020-04-01,7.89068
2020-04-02,5.92763,2020-04-02,7.54426
2020-04-03,6.85142,2020-04-03,8.89145
2020-04-04,4.92686,2020-04-04,8.96843
2020-04-05,4.73441,2020-04-05,10.81601
2020-04-06,5.58121,2020-04-06,9.08391
2020-04-07,6.31254,2020-04-07,9.50731
2020-04-08,6.0816,2020-04-08,10.93148
2020-04-09,6.42802,2020-04-09,7.54426
2020-04-10,5.38876,2020-04-10,8.50654
2020-04-11,3.81062,2020-04-11,9.85373
2020-04-12,5.04234,2020-04-12,10.8545
2020-04-13,7.04387,2020-04-13,8.81447
2020-04-14,6.77444,2020-04-14,8.89145
2020-04-15,6.04311,2020-04-15,9.39183
2020-04-16,7.12086,2020-04-16,8.12163
2020-04-17,7.04387,2020-04-17,8.69899
2020-04-18,5.38876,2020-04-18,11.89376
2020-04-19,5.31177,2020-04-19,9.35334
2020-04-20,7.54426,2020-04-20,10.3926
2020-04-21,6.31254,2020-04-21,11.08545
2020-04-22,7.19784,2020-04-22,9.16089
2020-04-23,7.19784,2020-04-23,9.16089
2020-04-24,5.08083,2020-04-24,9.89222
2020-04-25,3.65665,2020-04-25,8.92994
2020-04-26,5.42725,2020-04-26,11.12394
2020-04-27,6.54349,2020-04-27,10.96997
2020-04-28,7.62124,2020-04-28,11.08545
2020-04-29,5.38876,2020-04-29,11.35488
2020-04-30,4.96535,2020-04-30,9.31485
2020-05-01,5.11932,2020-05-01,8.35257
2020-05-02,3.77213,2020-05-02,7.85219
2020-05-03,11.81678,2020-05-03,10.31562
2020-05-04,7.73672,2020-05-04,9.93071
2020-05-05,5.73518,2020-05-05,8.77598
2020-05-06,8.50654,2020-05-06,11.50885
2020-05-07,7.08237,2020-05-07,8.69899
2020-05-08,5.38876,2020-05-08,9.04541
2020-05-09,7.15935,2020-05-09,8.46805
2020-05-10,8.2371,2020-05-10,8.69899
2020-05-11,6.85142,2020-05-11,8.73749
2020-05-12,7.04387,2020-05-12,9.43033
2020-05-13,7.08237,2020-05-13,9.77675
2020-05-14,5.1963,2020-05-14,9.93071
2020-05-15,5.35026,2020-05-15,10.50808
2020-05-16,4.38799,2020-05-16,9.27636
2020-05-17,5.6197,2020-05-17,9.19938
2020-05-18,7.15935,2020-05-18,10.46959
2020-05-19,8.46805,2020-05-19,9.08391
2020-05-20,7.27482,2020-05-20,13.16397
2020-05-21,6.54349,2020-05-21,11.54734
2020-05-22,5.42725,2020-05-22,8.96843
2020-05-23,4.84988,2020-05-23,10.20015
2020-05-24,5.54272,2020-05-24,10.73903
2020-05-25,6.77444,2020-05-25,9.77675
2020-05-26,6.62047,2020-05-26,9.9692
2020-05-27,6.54349,2020-05-27,9.50731
2020-05-28,8.73749,2020-05-28,9.27636
2020-05-29,6.12009,2020-05-29,6.88991
2020-05-30,4.15704,2020-05-30,8.00615
2020-05-31,4.46497,2020-05-31,8.46805
2020-06-01,6.23556,2020-06-01,9.16089
2020-06-02,6.73595,2020-06-02,9.81524
2020-06-03,7.08237,2020-06-03,8.77598
2020-06-04,6.73595,2020-06-04,9.73826
2020-06-05,5.50423,2020-06-05,9.9692
2020-06-06,4.42648,2020-06-06,8.54503
2020-06-07,5.15781,2020-06-07,10.31562
2020-06-08,6.58198,2020-06-08,11.00846
2020-06-09,6.58198,2020-06-09,9.85373
2020-06-10,6.62047,2020-06-10,10.93148
2020-06-11,5.1963,2020-06-11,8.54503
2020-06-12,5.38876,2020-06-12,9.85373
2020-06-13,4.73441,2020-06-13,10.50808
2020-06-14,5.04234,2020-06-14,11.00846
2020-06-15,6.85142,2020-06-15,12.1632
2020-06-16,5.31177,2020-06-16,11.73979
2020-06-17,5.81216,2020-06-17,9.5458
2020-06-18,5.85065,2020-06-18,9.77675
2020-06-19,6.35103,2020-06-19,9.81524
2020-06-20,4.50346,2020-06-20,9.43033
2020-06-21,4.73441,2020-06-21,10.20015
2020-06-22,6.15858,2020-06-22,10.62355
2020-06-23,7.00538,2020-06-23,10.50808
2020-06-24,7.19784,2020-06-24,8.89145
2020-06-25,7.50577,2020-06-25,9.23787
2020-06-26,6.27405,2020-06-26,9.81524
2020-06-27,5.08083,2020-06-27,8.81447
2020-06-28,5.1963,2020-06-28,9.77675
2020-06-29,6.35103,2020-06-29,10.93148
2020-06-30,6.31254,2020-06-30,9.89222
2020-07-01,6.27405,2020-07-01,10.16166
2020-07-02,6.00461,2020-07-02,8.6605
2020-07-03,6.505,2020-07-03,9.46882
2020-07-04,3.8876,2020-07-04,8.85296
2020-07-05,4.11855,2020-07-05,10.00769
2020-07-06,5.11932,2020-07-06,11.12394
2020-07-07,6.35103,2020-07-07,9.66127
2020-07-08,6.0816,2020-07-08,11.16243
2020-07-09,5.58121,2020-07-09,10.81601
2020-07-10,5.23479,2020-07-10,9.62278
2020-07-11,4.42648,2020-07-11,6.62047
2020-07-12,5.6197,2020-07-12,7.15935
2020-07-13,6.12009,2020-07-13,9.39183
2020-07-14,6.12009,2020-07-14,11.73979
2020-07-15,6.0816,2020-07-15,15.01154
2020-07-16,5.81216,2020-07-16,22.67128
2020-07-17,5.42725,2020-07-17,14.81909
2020-07-18,4.00307,2020-07-18,10.04618
2020-07-19,4.84988,2020-07-19,11.62432
2020-07-20,5.46574,2020-07-20,13.51039
2020-07-21,5.38876,2020-07-21,11.16243
2020-07-22,6.04311,2020-07-22,10.93148
2020-07-23,6.505,2020-07-23,10.12317
2020-07-24,5.15781,2020-07-24,8.85296
2020-07-25,3.84911,2020-07-25,11.20092
2020-07-26,4.84988,2020-07-26,10.89299
2020-07-27,5.69668,2020-07-27,12.43264
2020-07-28,6.46651,2020-07-28,11.93225
2020-07-29,5.69668,2020-07-29,11.43187
2020-07-30,5.50423,2020-07-30,13.31793
2020-07-31,5.23479,2020-07-31,11.50885
2020-08-01,4.42648,2020-08-01,9.1224
2020-08-02,4.00307,2020-08-02,9.85373
2020-08-03,5.00384,2020-08-03,11.85527
2020-08-04,5.04234,2020-08-04,9.62278
2020-08-05,5.00384,2020-08-05,10.96997
2020-08-06,5.35026,2020-08-06,11.08545
2020-08-07,6.12009,2020-08-07,10.89299
2020-08-08,3.84911,2020-08-08,9.69976
2020-08-09,4.69591,2020-08-09,10.8545
2020-08-10,5.69668,2020-08-10,12.62509
2020-08-11,5.31177,2020-08-11,11.04695
2020-08-12,5.65819,2020-08-12,11.77829
2020-08-13,4.96535,2020-08-13,11.31639
2020-08-14,5.11932,2020-08-14,11.54734
2020-08-15,4.27251,2020-08-15,9.9692
2020-08-16,4.42648,2020-08-16,9.16089
2020-08-17,4.84988,2020-08-17,12.08622
2020-08-18,4.69591,2020-08-18,13.81832
2020-08-19,4.92686,2020-08-19,11.50885
2020-08-20,5.65819,2020-08-20,11.93225
2020-08-21,4.92686,2020-08-21,10.04618
2020-08-22,4.00307,2020-08-22,11.47036
2020-08-23,3.4642,2020-08-23,15.58891
2020-08-24,6.62047,2020-08-24,14.85758
2020-08-25,5.27328,2020-08-25,12.31716
2020-08-26,5.35026,2020-08-26,11.97074
2020-08-27,6.65896,2020-08-27,12.00923
2020-08-28,5.38876,2020-08-28,15.6274
2020-08-29,4.65742,2020-08-29,16.9361
2020-08-30,4.38799,2020-08-30,17.32101
2020-08-31,6.19707,2020-08-31,17.55196
2020-09-01,4.08006,2020-09-01,14.08775
2020-09-02,6.12009,2020-09-02,16.0508
2020-09-03,5.42725,2020-09-03,15.204
2020-09-04,4.34949,2020-09-04,14.7421
2020-09-05,2.04003,2020-09-05,13.31793
2020-09-06,4.27251,2020-09-06,14.16474
2020-09-07,5.04234,2020-09-07,15.16551
2020-09-08,5.15781,2020-09-08,14.89607
2020-09-09,5.88914,2020-09-09,15.16551
2020-09-10,5.92763,2020-09-10,14.35719
2020-09-11,5.77367,2020-09-11,14.54965
2020-09-12,3.96458,2020-09-12,14.58814
2020-09-13,4.81139,2020-09-13,17.20554
2020-09-14,5.88914,2020-09-14,16.58968
2020-09-15,5.77367,2020-09-15,16.9361
2020-09-16,6.62047,2020-09-16,13.97228
2020-09-17,6.35103,2020-09-17,15.16551
2020-09-18,5.27328,2020-09-18,12.66358
2020-09-19,4.46497,2020-09-19,16.12779
2020-09-20,5.11932,2020-09-20,15.66589
2020-09-21,5.6197,2020-09-21,15.6274
2020-09-22,6.54349,2020-09-22,15.55042
2020-09-23,6.00461,2020-09-23,13.8953
2020-09-24,5.27328,2020-09-24,14.43418
2020-09-25,4.92686,2020-09-25,12.66358
2020-09-26,4.00307,2020-09-26,12.81755
2020-09-27,3.81062,2020-09-27,13.12548
2020-09-28,5.15781,2020-09-28,13.16397
2020-09-29,4.34949,2020-09-29,12.81755
2020-09-30,3.8876,2020-09-30,13.74133
2020-10-01,3.34872,2020-10-01,13.62586
2020-10-02,3.34872,2020-10-02,12.27867
2020-10-03,2.77136,2020-10-03,15.204
2020-10-04,3.27174,2020-10-04,14.7421
2020-10-05,4.34949,2020-10-05,15.81986
2020-10-06,5.85065,2020-10-06,14.28021
2020-10-07,5.6197,2020-10-07,14.16474
2020-10-08,5.15781,2020-10-08,13.01
2020-10-09,4.11855,2020-10-09,12.39414
2020-10-10,4.08006,2020-10-10,14.70361
2020-10-11,4.311,2020-10-11,13.4719
2020-10-12,4.69591,2020-10-12,13.66435
2020-10-13,6.04311,2020-10-13,14.58814
2020-10-14,6.81293,2020-10-14,15.55042
2020-10-15,5.11932,2020-10-15,15.89684
2020-10-16,6.505,2020-10-16,14.7421
2020-10-17,5.1963,2020-10-17,11.58583
2020-10-18,5.50423,2020-10-18,15.01154
2020-10-19,6.12009,2020-10-19,13.08698
2020-10-20,5.92763,2020-10-20,14.3187
2020-10-21,5.42725,2020-10-21,13.35642
2020-10-22,6.31254,2020-10-22,13.4719
2020-10-23,4.96535,2020-10-23,13.43341
2020-10-24,5.77367,2020-10-24,13.20246
2020-10-25,4.27251,2020-10-25,14.51116
2020-10-26,6.46651,2020-10-26,15.78137
2020-10-27,6.73595,2020-10-27,12.74056
2020-10-28,5.46574,2020-10-28,12.93302
2020-10-29,4.54195,2020-10-29,12.97151
2020-10-30,6.00461,2020-10-30,11.89376
2020-10-31,4.15704,2020-10-31,12.70207
2020-11-01,4.92686,2020-11-01,13.4719
2020-11-02,5.58121,2020-11-02,14.24172
2020-11-03,6.65896,2020-11-03,16.39722
2020-11-04,4.65742,2020-11-04,15.16551
2020-11-05,5.1963,2020-11-05,13.70284
2020-11-06,5.04234,2020-11-06,11.89376
2020-11-07,4.23402,2020-11-07,13.20246
2020-11-08,4.11855,2020-11-08,14.54965
2020-11-09,5.69668,2020-11-09,14.70361
2020-11-10,6.35103,2020-11-10,11.39337
2020-11-11,5.46574,2020-11-11,11.12394
2020-11-12,6.35103,2020-11-12,11.93225
2020-11-13,4.84988,2020-11-13,14.08775
2020-11-14,3.92609,2020-11-14,11.81678
2020-11-15,4.311,2020-11-15,12.89453
2020-11-16,6.27405,2020-11-16,13.51039
2020-11-17,6.19707,2020-11-17,12.50962
2020-11-18,5.65819,2020-11-18,12.5866
2020-11-19,6.65896,2020-11-19,12.04772
2020-11-20,5.04234,2020-11-20,12.50962
2020-11-21,5.42725,2020-11-21,13.01
2020-11-22,4.27251,2020-11-22,12.5866
2020-11-23,5.73518,2020-11-23,13.35642
2020-11-24,6.81293,2020-11-24,12.85604
2020-11-25,7.04387,2020-11-25,13.51039
2020-11-26,6.35103,2020-11-26,13.62586
2020-11-27,6.04311,2020-11-27,12.24018
2020-11-28,5.00384,2020-11-28,13.51039
2020-11-29,4.42648,2020-11-29,12.39414
2020-11-30,5.54272,2020-11-30,13.8953
2020-12-01,5.85065,2020-12-01,13.12548
2020-12-02,5.58121,2020-12-02,11.39337
2020-12-03,5.31177,2020-12-03,12.27867
2020-12-04,4.92686,2020-12-04,12.24018
2020-12-05,5.11932,2020-12-05,11.89376
2020-12-06,5.23479,2020-12-06,13.51039
2020-12-07,5.54272,2020-12-07,10.31562
2020-12-08,5.73518,2020-12-08,12.89453
2020-12-09,6.31254,2020-12-09,11.58583
2020-12-10,4.92686,2020-12-10,10.4311
2020-12-11,6.12009,2020-12-11,11.85527
2020-12-12,5.04234,2020-12-12,11.23941
2020-12-13,4.27251,2020-12-13,11.66281
2020-12-14,5.31177,2020-12-14,13.4719
2020-12-15,5.38876,2020-12-15,11.97074
2020-12-16,5.27328,2020-12-16,12.77906
2020-12-17,5.04234,2020-12-17,9.81524
2020-12-18,4.69591,2020-12-18,10.62355
2020-12-19,4.15704,2020-12-19,10.66204
2020-12-20,5.00384,2020-12-20,12.93302
2020-12-21,5.31177,2020-12-21,12.50962
2020-12-22,5.15781,2020-12-22,11.73979
2020-12-23,5.15781,2020-12-23,9.73826
2020-12-24,4.19553,2020-12-24,8.16012
2020-12-25,3.61816,2020-12-25,9.00692
2020-12-26,3.54118,2020-12-26,11.89376
2020-12-27,4.15704,2020-12-27,13.4719
2020-12-28,4.04157,2020-12-28,11.85527
2020-12-29,4.61893,2020-12-29,12.12471
2020-12-30,4.42648,2020-12-30,10.81601
2020-12-31,3.69515,2020-12-31,9.9692
2021-01-01,3.27174,2021-01-01,11.31639
2021-01-02,3.81062,2021-01-02,13.58737
2021-01-03,3.34872,2021-01-03,14.81909
2021-01-04,4.61893,2021-01-04,13.16397
2021-01-05,4.73441,2021-01-05,12.31716
2021-01-06,4.19553,2021-01-06,12.5866
2021-01-07,4.7729,2021-01-07,10.8545
2021-01-08,4.61893,2021-01-08,10.00769
2021-01-09,4.46497,2021-01-09,10.8545
2021-01-10,3.92609,2021-01-10,11.35488
2021-01-11,5.00384,2021-01-11,11.43187
2021-01-12,5.27328,2021-01-12,12.74056
2021-01-13,5.11932,2021-01-13,9.73826
2021-01-14,4.11855,2021-01-14,12.08622
2021-01-15,4.73441,2021-01-15,11.20092
2021-01-16,4.81139,2021-01-16,14.28021
2021-01-17,4.81139,2021-01-17,16.35873
2021-01-18,5.73518,2021-01-18,13.8953
2021-01-19,6.0816,2021-01-19,12.5866
2021-01-20,5.38876,2021-01-20,12.93302
2021-01-21,5.27328,2021-01-21,11.54734
2021-01-22,6.12009,2021-01-22,10.62355
2021-01-23,4.46497,2021-01-23,13.27944
2021-01-24,4.46497,2021-01-24,13.62586
2021-01-25,6.00461,2021-01-25,11.85527
2021-01-26,6.38953,2021-01-26,13.08698
2021-01-27,5.46574,2021-01-27,11.31639
2021-01-28,4.84988,2021-01-28,9.77675
2021-01-29,5.31177,2021-01-29,9.04541
2021-01-30,4.15704,2021-01-30,12.27867
2021-01-31,4.58044,2021-01-31,10.81601
2021-02-01,6.46651,2021-02-01,11.08545
2021-02-02,5.1963,2021-02-02,11.97074
2021-02-03,5.46574,2021-02-03,13.51039
2021-02-04,5.65819,2021-02-04,16.55119
2021-02-05,4.69591,2021-02-05,10.77752
2021-02-06,4.311,2021-02-06,11.43187
2021-02-07,4.15704,2021-02-07,10.96997
2021-02-08,5.69668,2021-02-08,10.46959
2021-02-09,4.81139,2021-02-09,10.66204
2021-02-10,4.84988,2021-02-10,8.00615
2021-02-11,3.96458,2021-02-11,8.00615
2021-02-12,3.27174,2021-02-12,9.35334
2021-02-13,4.08006,2021-02-13,10.31562
2021-02-14,4.19553,2021-02-14,12.77906
2021-02-15,4.54195,2021-02-15,11.2779
2021-02-16,4.96535,2021-02-16,12.04772
2021-02-17,4.88837,2021-02-17,11.23941
2021-02-18,4.92686,2021-02-18,11.20092
2021-02-19,4.7729,2021-02-19,10.89299
2021-02-20,4.7729,2021-02-20,10.50808
2021-02-21,17.59045,2021-02-21,11.58583
2021-02-22,7.8137,2021-02-22,12.62509
2021-02-23,6.505,2021-02-23,10.93148
2021-02-24,5.88914,2021-02-24,10.50808
2021-02-25,5.46574,2021-02-25,10.00769
2021-02-26,4.96535,2021-02-26,9.31485
2021-02-27,7.96766,2021-02-27,10.27713
2021-02-28,6.69745,2021-02-28,10.12317
2021-03-01,5.00384,2021-03-01,10.20015
2021-03-02,5.1963,2021-03-02,10.89299
2021-03-03,5.96612,2021-03-03,9.46882
2021-03-04,6.19707,2021-03-04,10.50808
2021-03-05,5.81216,2021-03-05,9.19938
2021-03-06,5.31177,2021-03-06,11.08545
2021-03-07,4.65742,2021-03-07,10.81601
2021-03-08,6.31254,2021-03-08,10.70053
2021-03-09,6.85142,2021-03-09,9.5458
2021-03-10,6.0816,2021-03-10,11.20092
2021-03-11,6.65896,2021-03-11,9.9692
2021-03-12,6.35103,2021-03-12,8.73749
2021-03-13,4.92686,2021-03-13,10.58506
2021-03-14,5.38876,2021-03-14,10.27713
2021-03-15,7.50577,2021-03-15,8.92994
2021-03-16,6.65896,2021-03-16,9.62278
2021-03-17,6.54349,2021-03-17,9.19938
2021-03-18,7.00538,2021-03-18,10.16166
2021-03-19,6.00461,2021-03-19,11.77829
2021-03-20,5.27328,2021-03-20,11.47036
2021-03-21,5.31177,2021-03-21,12.77906
2021-03-22,6.38953,2021-03-22,11.2779
2021-03-23,6.00461,2021-03-23,10.46959
2021-03-24,6.12009,2021-03-24,9.50731
2021-03-25,7.3903,2021-03-25,9.77675
2021-03-26,5.00384,2021-03-26,9.73826
2021-03-27,4.54195,2021-03-27,13.58737
2021-03-28,5.11932,2021-03-28,10.58506
2021-03-29,6.42802,2021-03-29,12.08622
2021-03-30,7.19784,2021-03-30,10.8545
2021-03-31,6.77444,2021-03-31,9.1224
2021-04-01,5.31177,2021-04-01,9.19938
2021-04-02,5.11932,2021-04-02,9.46882
2021-04-03,5.11932,2021-04-03,10.20015
2021-04-04,7.00538,2021-04-04,9.58429
2021-04-05,6.81293,2021-04-05,9.77675
2021-04-06,6.19707,2021-04-06,11.2779
2021-04-07,5.96612,2021-04-07,10.54657
2021-04-08,6.81293,2021-04-08,11.62432
2021-04-09,5.50423,2021-04-09,9.04541
2021-04-10,4.96535,2021-04-10,9.35334
2021-04-11,5.00384,2021-04-11,10.31562
2021-04-12,7.19784,2021-04-12,10.81601
2021-04-13,6.96689,2021-04-13,10.58506
2021-04-14,7.19784,2021-04-14,10.23864
2021-04-15,7.58275,2021-04-15,8.46805
2021-04-16,7.08237,2021-04-16,9.89222
2021-04-17,5.81216,2021-04-17,7.3903
2021-04-18,5.08083,2021-04-18,9.66127
2021-04-19,6.62047,2021-04-19,9.81524
2021-04-20,7.54426,2021-04-20,11.20092
2021-04-21,6.46651,2021-04-21,8.6605
2021-04-22,7.46728,2021-04-22,10.08468
2021-04-23,6.42802,2021-04-23,8.39107
